pl_hostname,pl_letter,pl_name,st_teff,st_sp,st_lum,st_bmvj,absolute-magnitude
Kepler-249,c,Kepler-249 c,3568,6.2,,,9.614741795
Kepler-249,d,Kepler-249 d,3568,6.2,,,9.614741795
Kepler-25,b,Kepler-25 b,6270,,,,3.788524133
Kepler-25,c,Kepler-25 c,6270,,,,3.788524133
Kepler-25,d,Kepler-25 d,6270,,,,3.788524133
Kepler-250,b,Kepler-250 b,5160,,,,5.977368913
Kepler-250,c,Kepler-250 c,5160,,,,5.977368913
Kepler-250,d,Kepler-250 d,5160,,,,5.977368913
Kepler-251,b,Kepler-251 b,5526,,,,5.192810225
Kepler-251,c,Kepler-251 c,5526,,,,5.192810225
Kepler-251,d,Kepler-251 d,5526,,,,5.192810225
Kepler-251,e,Kepler-251 e,5526,,,,5.192810225
Kepler-252,b,Kepler-252 b,4208,6,,,7.097116213
Kepler-252,c,Kepler-252 c,4208,6,,,7.097116213
Kepler-253,b,Kepler-253 b,5208,,,,5.887461549
Kepler-253,c,Kepler-253 c,5208,,,,5.887461549
Kepler-253,d,Kepler-253 d,5208,,,,5.887461549
Kepler-254,b,Kepler-254 b,5957,,,,5.165746503
Kepler-254,c,Kepler-254 c,5957,,,,5.165746503
Kepler-254,d,Kepler-254 d,5957,,,,5.165746503
Kepler-255,b,Kepler-255 b,5573,,,,5.572244222
Kepler-255,c,Kepler-255 c,5573,,,,5.572244222
Kepler-255,d,Kepler-255 d,5573,,,,5.572244222
Kepler-256,b,Kepler-256 b,5551,,,,4.703750512
Kepler-256,c,Kepler-256 c,5551,,,,4.703750512
Kepler-256,d,Kepler-256 d,5551,,,,4.703750512
Kepler-256,e,Kepler-256 e,5551,,,,4.703750512
Kepler-257,b,Kepler-257 b,5180,,,,6.024491487
Kepler-257,c,Kepler-257 c,5180,,,,6.024491487
Kepler-257,d,Kepler-257 d,5180,,,,6.024491487
Kepler-258,b,Kepler-258 b,4942,,,,6.361391466
Kepler-258,c,Kepler-258 c,4942,,,,6.361391466
Kepler-259,b,Kepler-259 b,5938,,,,5.188810225
Kepler-259,c,Kepler-259 c,5938,,,,5.188810225
Kepler-26,b,Kepler-26 b,3914,6,,,7.822001509
Kepler-26,c,Kepler-26 c,3914,6,,,7.822001509
Kepler-26,d,Kepler-26 d,3914,6,,,7.822001509
Kepler-26,e,Kepler-26 e,3914,6,,,7.822001509
Kepler-260,b,Kepler-260 b,5250,,,,5.287423526
Kepler-260,c,Kepler-260 c,5250,,,,5.287423526
Kepler-261,b,Kepler-261 b,5098,,,,5.917416499
Kepler-261,c,Kepler-261 c,5098,,,,5.917416499
Kepler-262,b,Kepler-262 b,5841,,,,4.703574906
Kepler-262,c,Kepler-262 c,5841,,,,4.703574906
Kepler-263,b,Kepler-263 b,5265,,,,5.64161148
Kepler-263,c,Kepler-263 c,5265,,,,5.64161148
Kepler-264,b,Kepler-264 b,6158,,,,3.137983142
Kepler-264,c,Kepler-264 c,6158,,,,3.137983142
Kepler-265,b,Kepler-265 b,5835,,,,4.713305458
Kepler-265,c,Kepler-265 c,5835,,,,4.713305458
Kepler-265,d,Kepler-265 d,5835,,,,4.713305458
Kepler-265,e,Kepler-265 e,5835,,,,4.713305458
Kepler-266,b,Kepler-266 b,5885,,,,5.40286751
Kepler-266,c,Kepler-266 c,5885,,,,5.40286751
Kepler-267,b,Kepler-267 b,4258,6.1,,,8.1944684
Kepler-267,c,Kepler-267 c,4258,6.1,,,8.1944684
Kepler-267,d,Kepler-267 d,4258,6.1,,,8.1944684
Kepler-268,b,Kepler-268 b,6081,,,,4.139233482
Kepler-268,c,Kepler-268 c,6081,,,,4.139233482
Kepler-269,b,Kepler-269 b,5847,,,,5.424797782
Kepler-269,c,Kepler-269 c,5847,,,,5.424797782
Kepler-27,b,Kepler-27 b,5400,,,,5.570475743
Kepler-27,c,Kepler-27 c,5400,,,,5.570475743
Kepler-270,b,Kepler-270 b,6067,,,,3.86712908
Kepler-270,c,Kepler-270 c,6067,,,,3.86712908
Kepler-271,b,Kepler-271 b,5555,,,,5.298118591
Kepler-271,c,Kepler-271 c,5555,,,,5.298118591
Kepler-271,d,Kepler-271 d,5555,,,,5.298118591
Kepler-272,b,Kepler-272 b,5297,,,,5.455614121
Kepler-272,c,Kepler-272 c,5297,,,,5.455614121
Kepler-272,d,Kepler-272 d,5297,,,,5.455614121
Kepler-273,b,Kepler-273 b,5626,,,,5.260442837
Kepler-273,c,Kepler-273 c,5626,,,,5.260442837
Kepler-274,b,Kepler-274 b,6023,,,,4.690361942
Kepler-274,c,Kepler-274 c,6023,,,,4.690361942
Kepler-275,b,Kepler-275 b,6165,,,,4.021030606
Kepler-275,c,Kepler-275 c,6165,,,,4.021030606
Kepler-275,d,Kepler-275 d,6165,,,,4.021030606
Kepler-276,b,Kepler-276 b,6105,,,,4.75528238
Kepler-276,c,Kepler-276 c,6105,,,,4.75528238
Kepler-276,d,Kepler-276 d,6105,,,,4.75528238
Kepler-277,b,Kepler-277 b,5946,,,,3.750034181
Kepler-277,c,Kepler-277 c,5946,,,,3.750034181
Kepler-278,b,Kepler-278 b,4991,,,,3.411613649
Kepler-278,c,Kepler-278 c,4991,,,,3.411613649
Kepler-279,b,Kepler-279 b,6363,,,,3.221867715
Kepler-279,c,Kepler-279 c,6363,,,,3.221867715
Kepler-279,d,Kepler-279 d,6363,,,,3.221867715
Kepler-28,b,Kepler-28 b,4590,6,,,6.666290007
Kepler-28,c,Kepler-28 c,4590,6,,,6.666290007
Kepler-280,b,Kepler-280 b,5744,,,,5.087800315
Kepler-280,c,Kepler-280 c,5744,,,,5.087800315
Kepler-281,b,Kepler-281 b,5723,,,,5.243746628
Kepler-281,c,Kepler-281 c,5723,,,,5.243746628
Kepler-282,b,Kepler-282 b,5602,,,,5.102193587
Kepler-282,c,Kepler-282 c,5602,,,,5.102193587
Kepler-282,d,Kepler-282 d,5602,,,,5.102193587
Kepler-282,e,Kepler-282 e,5602,,,,5.102193587
Kepler-283,b,Kepler-283 b,4351,,,,7.56650899
Kepler-283,c,Kepler-283 c,4351,,,,7.56650899
Kepler-284,b,Kepler-284 b,5615,,,,5.393981472
Kepler-284,c,Kepler-284 c,5615,,,,5.393981472
Kepler-285,b,Kepler-285 b,5411,,,,5.687614984
Kepler-285,c,Kepler-285 c,5411,,,,5.687614984
Kepler-286,b,Kepler-286 b,5580,,,,5.049254351
Kepler-286,c,Kepler-286 c,5580,,,,5.049254351
Kepler-286,d,Kepler-286 d,5580,,,,5.049254351
Kepler-286,e,Kepler-286 e,5580,,,,5.049254351
Kepler-287,b,Kepler-287 b,5806,5.7,,,5.08741054
Kepler-287,c,Kepler-287 c,5806,5.7,,,5.08741054
Kepler-288,b,Kepler-288 b,5918,,,,4.798963391
Kepler-288,c,Kepler-288 c,5918,,,,4.798963391
Kepler-288,d,Kepler-288 d,5918,,,,4.798963391
Kepler-289,b,Kepler-289 b,5990,,0.061,,4.7305098
Kepler-289,c,Kepler-289 c,5990,,0.061,,4.7305098
Kepler-289,d,Kepler-289 d,5990,,0.061,,4.7305098
Kepler-29,b,Kepler-29 b,5701,,,,4.551359822
Kepler-29,c,Kepler-29 c,5701,,,,4.551359822
Kepler-290,b,Kepler-290 b,5147,,,,6.24690896
Kepler-290,c,Kepler-290 c,5147,,,,6.24690896
Kepler-291,b,Kepler-291 b,6002,,,,5.370974992
Kepler-291,c,Kepler-291 c,6002,,,,5.370974992
Kepler-292,b,Kepler-292 b,5299,,,,5.84798642
Kepler-292,c,Kepler-292 c,5299,,,,5.84798642
Kepler-292,d,Kepler-292 d,5299,,,,5.84798642
Kepler-292,e,Kepler-292 e,5299,,,,5.84798642
Kepler-292,f,Kepler-292 f,5299,,,,5.84798642
Kepler-293,b,Kepler-293 b,5804,,,,5.225143737
Kepler-293,c,Kepler-293 c,5804,,,,5.225143737
Kepler-294,b,Kepler-294 b,5913,,,,5.168928148
Kepler-294,c,Kepler-294 c,5913,,,,5.168928148
Kepler-295,b,Kepler-295 b,5603,,,,5.450297253
Kepler-295,c,Kepler-295 c,5603,,,,5.450297253
Kepler-295,d,Kepler-295 d,5603,,,,5.450297253
Kepler-296,b,Kepler-296 b,3740,6.2,,,9.150457804
Kepler-296,c,Kepler-296 c,3740,6.2,,,9.150457804
Kepler-296,d,Kepler-296 d,3740,6.2,,,9.150457804
Kepler-296,e,Kepler-296 e,3740,6.2,,,9.150457804
Kepler-296,f,Kepler-296 f,3740,6.2,,,9.150457804
Kepler-297,b,Kepler-297 b,5619,,,,4.871218636
Kepler-297,c,Kepler-297 c,5619,,,,4.871218636
Kepler-298,b,Kepler-298 b,4465,,,,6.902847318
Kepler-298,c,Kepler-298 c,4465,,,,6.902847318
Kepler-298,d,Kepler-298 d,4465,,,,6.902847318
Kepler-299,b,Kepler-299 b,5617,,,,4.965500217
Kepler-299,c,Kepler-299 c,5617,,,,4.965500217
Kepler-299,d,Kepler-299 d,5617,,,,4.965500217
Kepler-299,e,Kepler-299 e,5617,,,,4.965500217
Kepler-30,b,Kepler-30 b,5498,,,,4.672359822
Kepler-30,c,Kepler-30 c,5498,,,,4.672359822
Kepler-30,d,Kepler-30 d,5498,,,,4.672359822
Kepler-300,b,Kepler-300 b,5986,,,,4.498417575
Kepler-300,c,Kepler-300 c,5986,,,,4.498417575
Kepler-301,b,Kepler-301 b,5815,,,,4.918980474
Kepler-301,c,Kepler-301 c,5815,,,,4.918980474
Kepler-301,d,Kepler-301 d,5815,,,,4.918980474
Kepler-302,b,Kepler-302 b,5740,,,,4.723769048
Kepler-302,c,Kepler-302 c,5740,,,,4.723769048
Kepler-303,b,Kepler-303 b,3944,6,,,8.174809757
Kepler-303,c,Kepler-303 c,3944,6,,,8.174809757
Kepler-304,b,Kepler-304 b,4731,,,,6.420264346
Kepler-304,c,Kepler-304 c,4731,,,,6.420264346
Kepler-304,d,Kepler-304 d,4731,,,,6.420264346
Kepler-304,e,Kepler-304 e,4731,,,,6.420264346
Kepler-305,b,Kepler-305 b,5100,,,,6.129431288
Kepler-305,c,Kepler-305 c,5100,,,,6.129431288
Kepler-305,d,Kepler-305 d,5100,,,,6.129431288
Kepler-306,b,Kepler-306 b,4954,,,,6.181025119
Kepler-306,c,Kepler-306 c,4954,,,,6.181025119
Kepler-306,d,Kepler-306 d,4954,,,,6.181025119
Kepler-306,e,Kepler-306 e,4954,,,,6.181025119
Kepler-307,b,Kepler-307 b,5367,,,,5.181243748
Kepler-307,c,Kepler-307 c,5367,,,,5.181243748
Kepler-308,b,Kepler-308 b,5895,,,,5.266174881
Kepler-308,c,Kepler-308 c,5895,,,,5.266174881
Kepler-309,b,Kepler-309 b,4713,6,,,6.560343565
Kepler-309,c,Kepler-309 c,4713,6,,,6.560343565
Kepler-31,b,Kepler-31 b,6340,,,,3.625903526
Kepler-31,c,Kepler-31 c,6340,,,,3.625903526
Kepler-31,d,Kepler-31 d,6340,,,,3.625903526
Kepler-310,b,Kepler-310 b,5797,,,,5.268553711
Kepler-310,c,Kepler-310 c,5797,,,,5.268553711
Kepler-310,d,Kepler-310 d,5797,,,,5.268553711
Kepler-311,b,Kepler-311 b,5905,,,,4.353295197
Kepler-311,c,Kepler-311 c,5905,,,,4.353295197
Kepler-312,b,Kepler-312 b,6115,,,,4.173438668
Kepler-312,c,Kepler-312 c,6115,,,,4.173438668
Kepler-313,b,Kepler-313 b,5727,,,,4.269258126
Kepler-313,c,Kepler-313 c,5727,,,,4.269258126
Kepler-314,b,Kepler-314 b,5378,,,,5.457221258
Kepler-314,c,Kepler-314 c,5378,,,,5.457221258
Kepler-315,b,Kepler-315 b,5796,,,,5.090476064
Kepler-315,c,Kepler-315 c,5796,,,,5.090476064
Kepler-316,b,Kepler-316 b,4204,,,,7.55386947
Kepler-316,c,Kepler-316 c,4204,,,,7.55386947
Kepler-317,b,Kepler-317 b,5497,,,,4.945200847
Kepler-317,c,Kepler-317 c,5497,,,,4.945200847
Kepler-318,b,Kepler-318 b,5746,,,,4.969095045
Kepler-318,c,Kepler-318 c,5746,,,,4.969095045
Kepler-319,b,Kepler-319 b,5526,,,,5.130138278
Kepler-319,c,Kepler-319 c,5526,,,,5.130138278
Kepler-319,d,Kepler-319 d,5526,,,,5.130138278
Kepler-32,b,Kepler-32 b,3900,6.1,,,9.044786857
Kepler-32,c,Kepler-32 c,3900,6.1,,,9.044786857
Kepler-32,d,Kepler-32 d,3900,6.1,,,9.044786857
Kepler-32,e,Kepler-32 e,3900,6.1,,,9.044786857
Kepler-32,f,Kepler-32 f,3900,6.1,,,9.044786857
Kepler-320,b,Kepler-320 b,6435,,,,3.426745521
Kepler-320,c,Kepler-320 c,6435,,,,3.426745521
Kepler-321,b,Kepler-321 b,5740,,,,4.824293249
Kepler-321,c,Kepler-321 c,5740,,,,4.824293249
Kepler-322,b,Kepler-322 b,5388,,,,5.372781155
Kepler-322,c,Kepler-322 c,5388,,,,5.372781155
Kepler-323,b,Kepler-323 b,5987,,,,4.347694296
Kepler-323,c,Kepler-323 c,5987,,,,4.347694296
Kepler-324,b,Kepler-324 b,5194,,,,5.662174486
Kepler-324,c,Kepler-324 c,5194,,,,5.662174486
Kepler-325,b,Kepler-325 b,5752,,,,5.279196482
Kepler-325,c,Kepler-325 c,5752,,,,5.279196482
Kepler-325,d,Kepler-325 d,5752,,,,5.279196482
Kepler-326,b,Kepler-326 b,5105,,,,5.941858235
Kepler-326,c,Kepler-326 c,5105,,,,5.941858235
Kepler-326,d,Kepler-326 d,5105,,,,5.941858235
Kepler-327,b,Kepler-327 b,3799,,,,8.335701331
Kepler-327,c,Kepler-327 c,3799,,,,8.335701331
Kepler-327,d,Kepler-327 d,3799,,,,8.335701331
Kepler-328,b,Kepler-328 b,5914,,,,4.085772284
Kepler-328,c,Kepler-328 c,5914,,,,4.085772284
Kepler-329,b,Kepler-329 b,4257,,,,7.789416499
Kepler-329,c,Kepler-329 c,4257,,,,7.789416499
Kepler-33,b,Kepler-33 b,5904,,0.556,,3.755524178
Kepler-33,c,Kepler-33 c,5904,,0.556,,3.755524178
Kepler-33,d,Kepler-33 d,5904,,0.556,,3.755524178
Kepler-33,e,Kepler-33 e,5904,,0.556,,3.755524178
Kepler-33,f,Kepler-33 f,5904,,0.556,,3.755524178
Kepler-330,b,Kepler-330 b,5117,,,,6.079379421
Kepler-330,c,Kepler-330 c,5117,,,,6.079379421
Kepler-331,b,Kepler-331 b,4347,,,,6.879128334
Kepler-331,c,Kepler-331 c,4347,,,,6.879128334
Kepler-331,d,Kepler-331 d,4347,,,,6.879128334
Kepler-332,b,Kepler-332 b,4955,,,,6.164285301
Kepler-332,c,Kepler-332 c,4955,,,,6.164285301
Kepler-332,d,Kepler-332 d,4955,,,,6.164285301
Kepler-333,b,Kepler-333 b,4259,,,,7.345393726
Kepler-333,c,Kepler-333 c,4259,,,,7.345393726
Kepler-334,b,Kepler-334 b,5828,,,,4.401694296
Kepler-334,c,Kepler-334 c,5828,,,,4.401694296
Kepler-334,d,Kepler-334 d,5828,,,,4.401694296
Kepler-335,b,Kepler-335 b,5877,,,,3.647659515
Kepler-335,c,Kepler-335 c,5877,,,,3.647659515
Kepler-336,b,Kepler-336 b,5867,,,,4.308323676
Kepler-336,c,Kepler-336 c,5867,,,,4.308323676
Kepler-336,d,Kepler-336 d,5867,,,,4.308323676
Kepler-337,b,Kepler-337 b,5684,,,,4.155351201
Kepler-337,c,Kepler-337 c,5684,,,,4.155351201
Kepler-338,b,Kepler-338 b,5923,,,,3.347258321
Kepler-338,c,Kepler-338 c,5923,,,,3.347258321
Kepler-338,d,Kepler-338 d,5923,,,,3.347258321
Kepler-338,e,Kepler-338 e,5923,,,,3.347258321
Kepler-339,b,Kepler-339 b,5631,,,,5.238314012
Kepler-339,c,Kepler-339 c,5631,,,,5.238314012
Kepler-339,d,Kepler-339 d,5631,,,,5.238314012
Kepler-34,b,Kepler-34 b,5913,,0.173,,3.995991836
Kepler-340,b,Kepler-340 b,6620,,,,2.218470674
Kepler-340,c,Kepler-340 c,6620,,,,2.218470674
Kepler-341,b,Kepler-341 b,6012,,,,4.895928781
Kepler-341,c,Kepler-341 c,6012,,,,4.895928781
Kepler-341,d,Kepler-341 d,6012,,,,4.895928781
Kepler-341,e,Kepler-341 e,6012,,,,4.895928781
Kepler-342,b,Kepler-342 b,6175,,,,3.708913498
Kepler-342,c,Kepler-342 c,6175,,,,3.708913498
Kepler-342,d,Kepler-342 d,6175,,,,3.708913498
Kepler-342,e,Kepler-342 e,6175,,,,3.708913498
Kepler-343,b,Kepler-343 b,5807,,,,4.156414237
Kepler-343,c,Kepler-343 c,5807,,,,4.156414237
Kepler-344,b,Kepler-344 b,5774,,,,5.320147782
Kepler-344,c,Kepler-344 c,5774,,,,5.320147782
Kepler-345,b,Kepler-345 b,4504,,,,6.95313326
Kepler-345,c,Kepler-345 c,4504,,,,6.95313326
Kepler-346,b,Kepler-346 b,6033,,,,5.145601514
Kepler-346,c,Kepler-346 c,6033,,,,5.145601514
Kepler-347,b,Kepler-347 b,6088,,,,4.624381974
Kepler-347,c,Kepler-347 c,6088,,,,4.624381974
Kepler-348,b,Kepler-348 b,6177,,,,3.583559767
Kepler-348,c,Kepler-348 c,6177,,,,3.583559767
Kepler-349,b,Kepler-349 b,5956,,,,4.401361942
Kepler-349,c,Kepler-349 c,5956,,,,4.401361942
Kepler-35,b,Kepler-35 b,5606,,-0.027,,4.645170489
Kepler-350,b,Kepler-350 b,6186,,,,3.936251595
Kepler-350,c,Kepler-350 c,6186,,,,3.936251595
Kepler-350,d,Kepler-350 d,6186,,,,3.936251595
Kepler-351,b,Kepler-351 b,5643,,,,5.826906196
Kepler-351,c,Kepler-351 c,5643,,,,5.826906196
Kepler-351,d,Kepler-351 d,5643,,,,5.826906196
Kepler-352,b,Kepler-352 b,5212,,,,5.728978984
Kepler-352,c,Kepler-352 c,5212,,,,5.728978984
Kepler-353,b,Kepler-353 b,3903,,,,8.160778832
Kepler-353,c,Kepler-353 c,3903,,,,8.160778832
Kepler-354,b,Kepler-354 b,4648,,,,6.754440538
Kepler-354,c,Kepler-354 c,4648,,,,6.754440538
Kepler-354,d,Kepler-354 d,4648,,,,6.754440538
Kepler-355,b,Kepler-355 b,6184,,,,4.796768848
Kepler-355,c,Kepler-355 c,6184,,,,4.796768848
Kepler-356,b,Kepler-356 b,6133,,,,3.964495709
Kepler-356,c,Kepler-356 c,6133,,,,3.964495709
Kepler-357,b,Kepler-357 b,5036,,,,6.21590896
Kepler-357,c,Kepler-357 c,5036,,,,6.21590896
Kepler-357,d,Kepler-357 d,5036,,,,6.21590896
Kepler-358,b,Kepler-358 b,5908,,,,5.234177903
Kepler-358,c,Kepler-358 c,5908,,,,5.234177903
Kepler-359,b,Kepler-359 b,6248,,,,4.341044855
Kepler-359,c,Kepler-359 c,6248,,,,4.341044855
Kepler-359,d,Kepler-359 d,6248,,,,4.341044855
Kepler-36,b,Kepler-36 b,5911,,0.462,,3.50551071
Kepler-36,c,Kepler-36 c,5911,,0.462,,3.50551071
Kepler-360,b,Kepler-360 b,6053,,,,5.141120458
Kepler-360,c,Kepler-360 c,6053,,,,5.141120458
Kepler-361,b,Kepler-361 b,6169,,,,4.057550065
Kepler-361,c,Kepler-361 c,6169,,,,4.057550065
Kepler-362,b,Kepler-362 b,5788,,,,5.408870532
Kepler-362,c,Kepler-362 c,5788,,,,5.408870532
Kepler-363,b,Kepler-363 b,5593,,,,4.440636879
Kepler-363,c,Kepler-363 c,5593,,,,4.440636879
Kepler-363,d,Kepler-363 d,5593,,,,4.440636879
Kepler-364,b,Kepler-364 b,6108,,,,3.792051883
Kepler-364,c,Kepler-364 c,6108,,,,3.792051883
Kepler-365,b,Kepler-365 b,6012,,,,4.762381974
Kepler-365,c,Kepler-365 c,6012,,,,4.762381974
Kepler-366,b,Kepler-366 b,6209,,,,4.52721083
Kepler-366,c,Kepler-366 c,6209,,,,4.52721083
Kepler-367,b,Kepler-367 b,4710,,,,6.395674049
Kepler-367,c,Kepler-367 c,4710,,,,6.395674049
Kepler-368,b,Kepler-368 b,5502,,,,4.40590089
Kepler-368,c,Kepler-368 c,5502,,,,4.40590089
Kepler-369,b,Kepler-369 b,3591,,,,9.020931133
Kepler-369,c,Kepler-369 c,3591,,,,9.020931133
Kepler-37,b,Kepler-37 b,5417,,,,5.607280322
Kepler-37,c,Kepler-37 c,5417,,,,5.607280322
Kepler-37,d,Kepler-37 d,5417,,,,5.607280322
Kepler-37,e,Kepler-37 e,5417,,,,5.607280322
Kepler-370,b,Kepler-370 b,5852,,,,5.034906196
Kepler-370,c,Kepler-370 c,5852,,,,5.034906196
Kepler-371,b,Kepler-371 b,5666,,,,4.963413439
Kepler-371,c,Kepler-371 c,5666,,,,4.963413439
Kepler-372,b,Kepler-372 b,6509,,,,4.184753912
Kepler-372,c,Kepler-372 c,6509,,,,4.184753912
Kepler-372,d,Kepler-372 d,6509,,,,4.184753912
Kepler-373,b,Kepler-373 b,5787,,,,5.233377779
Kepler-373,c,Kepler-373 c,5787,,,,5.233377779
Kepler-374,b,Kepler-374 b,5977,,,,4.734305726
Kepler-374,c,Kepler-374 c,5977,,,,4.734305726
Kepler-374,d,Kepler-374 d,5977,,,,4.734305726
Kepler-375,b,Kepler-375 b,5826,,,,5.286868496
Kepler-375,c,Kepler-375 c,5826,,,,5.286868496
Kepler-376,b,Kepler-376 b,5900,,,,4.244324791
Kepler-376,c,Kepler-376 c,5900,,,,4.244324791
Kepler-377,b,Kepler-377 b,5949,,,,4.369117583
Kepler-377,c,Kepler-377 c,5949,,,,4.369117583
Kepler-378,b,Kepler-378 b,4661,,,,6.533341509
Kepler-378,c,Kepler-378 c,4661,,,,6.533341509
Kepler-379,b,Kepler-379 b,6054,,,,4.074355548
Kepler-379,c,Kepler-379 c,6054,,,,4.074355548
Kepler-38,b,Kepler-38 b,5623,4.4,,,5.050243748
Kepler-380,b,Kepler-380 b,6045,,,,4.30290896
Kepler-380,c,Kepler-380 c,6045,,,,4.30290896
Kepler-381,b,Kepler-381 b,6152,,,,2.591760907
Kepler-381,c,Kepler-381 c,6152,,,,2.591760907
Kepler-382,b,Kepler-382 b,5600,,,,5.447719491
Kepler-382,c,Kepler-382 c,5600,,,,5.447719491
Kepler-383,b,Kepler-383 b,4710,,,,6.70951071
Kepler-383,c,Kepler-383 c,4710,,,,6.70951071
Kepler-384,b,Kepler-384 b,5577,,,,4.846940961
Kepler-384,c,Kepler-384 c,5577,,,,4.846940961
Kepler-385,b,Kepler-385 b,6326,,,,4.260341509
Kepler-385,c,Kepler-385 c,6326,,,,4.260341509
Kepler-386,b,Kepler-386 b,5178,,,,5.989582948
Kepler-386,c,Kepler-386 c,5178,,,,5.989582948
Kepler-387,b,Kepler-387 b,5774,,,,4.718508941
Kepler-387,c,Kepler-387 c,5774,,,,4.718508941
Kepler-388,b,Kepler-388 b,4498,,,,6.85105535
Kepler-388,c,Kepler-388 c,4498,,,,6.85105535
Kepler-389,b,Kepler-389 b,5376,,,,5.820527181
Kepler-389,c,Kepler-389 c,5376,,,,5.820527181
Kepler-39,b,Kepler-39 b,6350,3.7,,,4.06409377
Kepler-390,b,Kepler-390 b,5166,,,,5.749553715
Kepler-390,c,Kepler-390 c,5166,,,,5.749553715
Kepler-391,b,Kepler-391 b,4940,,,,2.87229186
Kepler-391,c,Kepler-391 c,4940,,,,2.87229186
Kepler-392,b,Kepler-392 b,5938,,,,4.314924679
Kepler-392,c,Kepler-392 c,5938,,,,4.314924679
Kepler-393,b,Kepler-393 b,6189,,,,3.737614984
Kepler-393,c,Kepler-393 c,6189,,,,3.737614984
Kepler-394,b,Kepler-394 b,6402,,,,4.22530012
Kepler-394,c,Kepler-394 c,6402,,,,4.22530012
Kepler-395,b,Kepler-395 b,4262,,,,8.205487496
Kepler-395,c,Kepler-395 c,4262,,,,8.205487496
Kepler-396,b,Kepler-396 b,5384,,,,5.084220395
Kepler-396,c,Kepler-396 c,5384,,,,5.084220395
Kepler-397,b,Kepler-397 b,5307,,,,6.064381115
Kepler-397,c,Kepler-397 c,5307,,,,6.064381115
Kepler-398,b,Kepler-398 b,4493,,,,6.920141358
Kepler-398,c,Kepler-398 c,4493,,,,6.920141358
Kepler-398,d,Kepler-398 d,4493,,,,6.920141358
Kepler-399,b,Kepler-399 b,5502,,,,5.244614121
Kepler-399,c,Kepler-399 c,5502,,,,5.244614121
Kepler-399,d,Kepler-399 d,5502,,,,5.244614121
Kepler-4,b,Kepler-4 b,5857,,0.354,,3.998186553
Kepler-40,b,Kepler-40 b,6510,3.5,,,2.431181179
Kepler-400,b,Kepler-400 b,5886,,,,4.388768824
Kepler-400,c,Kepler-400 c,5886,,,,4.388768824
Kepler-401,b,Kepler-401 b,6117,,,,3.968777808
Kepler-401,c,Kepler-401 c,6117,,,,3.968777808
Kepler-401,d,Kepler-401 d,6117,,,,3.968777808
Kepler-402,b,Kepler-402 b,6090,,,,3.981337518
Kepler-402,c,Kepler-402 c,6090,,,,3.981337518
Kepler-402,d,Kepler-402 d,6090,,,,3.981337518
Kepler-402,e,Kepler-402 e,6090,,,,3.981337518
Kepler-403,b,Kepler-403 b,6090,,,,3.671387399
Kepler-403,c,Kepler-403 c,6090,,,,3.671387399
Kepler-403,d,Kepler-403 d,6090,,,,3.671387399
Kepler-404,b,Kepler-404 b,5654,,,,5.679070241
Kepler-404,c,Kepler-404 c,5654,,,,5.679070241
Kepler-405,b,Kepler-405 b,5818,,,,5.412547649
Kepler-405,c,Kepler-405 c,5818,,,,5.412547649
Kepler-406,b,Kepler-406 b,5538,,,,4.920860031
Kepler-406,c,Kepler-406 c,5538,,,,4.920860031
Kepler-407,b,Kepler-407 b,5476,,,,4.8745542
Kepler-407,c,Kepler-407 c,5476,,,,4.8745542
Kepler-408,b,Kepler-408 b,6104,,,,4.022049967
Kepler-409,b,Kepler-409 b,5460,,,,5.244754546
Kepler-41,b,Kepler-41 b,5750,4.2,,,5.032546374
Kepler-410 A,b,Kepler-410 A b,6273,,0.435,,3.897130344
Kepler-411,b,Kepler-411 b,4974,,-0.509,,6.307542846
Kepler-411,c,Kepler-411 c,4974,,-0.509,,6.307542846
Kepler-412,b,Kepler-412 b,5750,4.3,,,3.611680409
Kepler-413,b,Kepler-413 b,4700,,,,5.877687873
Kepler-414,b,Kepler-414 b,,,,,5.120736618
Kepler-414,c,Kepler-414 c,,,,,5.120736618
Kepler-415,b,Kepler-415 b,,,,,6.89057418
Kepler-415,c,Kepler-415 c,,,,,6.89057418
Kepler-416,b,Kepler-416 b,,,,,4.768651996
Kepler-416,c,Kepler-416 c,,,,,4.768651996
Kepler-417,b,Kepler-417 b,,,,,5.927654963
Kepler-417,c,Kepler-417 c,,,,,5.927654963
Kepler-418,b,Kepler-418 b,5820,,,,4.659395235
Kepler-419,b,Kepler-419 b,6430,,,,3.302417575
Kepler-419,c,Kepler-419 c,6430,,,,3.302417575
Kepler-42,b,Kepler-42 b,3068,6,-2.62,,13.18544517
Kepler-42,c,Kepler-42 c,3068,6,-2.62,,13.18544517
Kepler-42,d,Kepler-42 d,3068,6,-2.62,,13.18544517
Kepler-421,b,Kepler-421 b,5308,4.95,-0.398,,5.828250108
Kepler-422,b,Kepler-422 b,5972,,0.24,,4.234469528
Kepler-423,b,Kepler-423 b,5560,4.4,,,4.988309967
Kepler-424,b,Kepler-424 b,5460,,-0.15,,5.035509939
Kepler-424,c,Kepler-424 c,5460,,-0.15,,5.035509939
Kepler-425,b,Kepler-425 b,5170,5.1,-0.323,,5.905433217
Kepler-426,b,Kepler-426 b,5725,4.1,-0.089,,5.350586639
Kepler-427,b,Kepler-427 b,5800,4.2,0.29,,4.213036574
Kepler-428,b,Kepler-428 b,5150,5.1,-0.39,,6.118337518
